trial_id,def_sex,offence,trial_place,trial_judge,verdict,trial_year,sentence
94379,MALE,FALSE PRETENCES,BUNDABERG,MILLER,GUILTY,1899,12-18 MONTHS HL
94388,MALE,LARCENY,BRISBANE,LUTWYCHE,NOT GUILTY,1859,DISCHARGED
94390,MALE,LARCENY,BRISBANE,LUTWYCHE,NOT GUILTY,1859,DISCHARGED
94393,MALE,LARCENY,BRISBANE,LUTWYCHE,NOT GUILTY,1859,DISCHARGED
94395,MALE,LARCENY,BRISBANE,LUTWYCHE,GUILTY,1859,1-11 MONTHS HL
94404,FEMALE,LARCENY,BRISBANE,LUTWYCHE,NOT GUILTY,1859,DISCHARGED
94409,MALE,LARCENY,BRISBANE,NOEL,GUILTY,1899,2 YEARS HL
94412,MALE,FORGERY OR UTTERING,ROMA,PAUL,GUILTY,1899,SUSPENDED
94720,MALE,LARCENY,BRISBANE,LUTWYCHE,GUILTY,1860,5 YEARS HL
94742,MALE,LARCENY & RECEIVING,BRISBANE,LUTWYCHE,GUILTY,1860,12-18 MONTHS HL
94844,MALE,HORSE STEALING,BRISBANE,LUTWYCHE,NOT GUILTY,1860,DISCHARGED
94853,FEMALE,LARCENY,BRISBANE,LUTWYCHE,NOT GUILTY,1860,DISCHARGED
95401,MALE,LARCENY & RECEIVING,BRISBANE,LUTWYCHE,GUILTY,1860,1-11 MONTHS HL
97865,MALE,EMBEZZLEMENT,TOWNSVILLE,NOEL,GUILTY,1892,12-18 MONTHS HL
97866,MALE,LARCENY,BRISBANE,PAUL,GUILTY,1892,12-18 MONTHS HL
97921,MALE,LARCENY,BRISBANE,PAUL,NOT GUILTY,1892,DISCHARGED
97922,MALE,LARCENY,BRISBANE,PAUL,GUILTY,1892,1-11 MONTHS HL
98700,MALE,LARCENY,BRISBANE,COCKLE,NOT GUILTY,1863,DISCHARGED
99379,MALE,LARCENY,BUNDABERG,MILLER,GUILTY,1889,1-11 MONTHS
99464,MALE,HORSE STEALING,TOOWOOMBA,PAUL,GUILTY RECOMMENDED TO MERCY,1880,DISCHARGED
100416,MALE,FORGERY OR UTTERING,BRISBANE,PAUL,GUILTY,1890,12-18 MONTHS HL
101148,MALE,LARCENY,ROMA,PAUL,GUILTY,1889,12-18 MONTHS HL
101149,MALE,CATTLE STEALING,ROMA,PAUL,GUILTY,1889,1-11 MONTHS HL
101289,MALE,EMBEZZLEMENT,ROCKHAMPTON,MILLER,GUILTY,1889,SUSPENDED
101429,FEMALE,LARCENY,TOWNSVILLE,NOEL,GUILTY,1889,SUSPENDED
101669,MALE,EMBEZZLEMENT,MARYBOROUGH,MILLER,GUILTY,1890,SUSPENDED
101755,MALE,CATTLE STEALING,BRISBANE,PAUL,GUILTY,1890,12-18 MONTHS HL
101773,MALE,HORSE STEALING,BUNDABERG,MILLER,GUILTY,1889,3 YEARS HL
101775,MALE,FALSE PRETENCES,BRISBANE,PAUL,GUILTY,1889,1-11 MONTHS HL
101779,MALE,CATTLE STEALING,IPSWICH,PAUL,NOT GUILTY,1889,DISCHARGED
101819,MALE,LARCENY,ROMA,PAUL,NOT GUILTY,1889,DISCHARGED
101857,MALE,FORGERY OR UTTERING,MARYBOROUGH,MILLER,GUILTY,1890,12-18 MONTHS HL
101859,MALE,FORGERY OR UTTERING,MARYBOROUGH,MILLER,GUILTY,1890,12-18 MONTHS HL
101861,MALE,LARCENY & RECEIVING,BRISBANE,PAUL,GUILTY,1890,12-18 MONTHS HL
102196,MALE,FALSE PRETENCES,BRISBANE,LUTWYCHE,GUILTY,1879,1-11 MONTHS HL
102198,MALE,FALSE PRETENCES,BRISBANE,LUTWYCHE,GUILTY,1879,12-18 MONTHS HL
102233,MALE,LARCENY,TOWNSVILLE,NOEL,GUILTY,1889,12-18 MONTHS HL
102340,MALE,HORSE STEALING,ROMA,PAUL,NOT GUILTY,1889,DISCHARGED
102385,MALE,LARCENY,TOWNSVILLE,NOEL,GUILTY,1889,12-18 MONTHS HL
102407,MALE,FALSE PRETENCES,MARYBOROUGH,MILLER,NOT GUILTY,1889,DISCHARGED
103449,MALE,LARCENY & RECEIVING,BRISBANE,LUTWYCHE,NOT GUILTY,1866,DISCHARGED
103454,MALE,HORSE STEALING,BRISBANE,LUTWYCHE,NOT GUILTY,1866,DISCHARGED
103655,MALE,HORSE STEALING,BUNDABERG,MILLER,NOT GUILTY,1898,DISCHARGED
103678,MALE,LARCENY,CHARTERS TOWERS,NOEL,NOLLE,1899,DISCHARGED
103679,MALE,LARCENY,CHARTERS TOWERS,NOEL,NOT GUILTY,1898,DISCHARGED
103686,MALE,LARCENY,BRISBANE,PAUL,GUILTY,1890,12-18 MONTHS HL
103696,FEMALE,LARCENY,BRISBANE,PAUL,NOLLE,1889,DISCHARGED
103697,FEMALE,LARCENY,BRISBANE,PAUL,NOLLE,1889,DISCHARGED
103763,MALE,FALSE PRETENCES,TOWNSVILLE,NOEL,GUILTY,1889,1-11 MONTHS
104204,MALE,LARCENY,BRISBANE,COCKLE,GUILTY,1869,1-11 MONTHS HL
104251,MALE,FALSE PRETENCES,BRISBANE,LUTWYCHE,GUILTY,1868,2 YEARS
105749,MALE,HORSE STEALING,ROMA,PAUL,GUILTY,1889,SUSPENDED
105871,MALE,CATTLE STEALING,BRISBANE,PAUL,GUILTY,1890,12-18 MONTHS HL
105875,MALE,LARCENY,BUNDABERG,MILLER,NOT GUILTY,1891,DISCHARGED
105877,MALE,FORGERY OR UTTERING,ROMA,PAUL,GUILTY,1890,SUSPENDED
105895,MALE,FORGERY OR UTTERING,BRISBANE,PAUL,GUILTY,1890,12-18 MONTHS HL
106969,MALE,EMBEZZLEMENT,BRISBANE,PAUL,NOT GUILTY,1894,DISCHARGED
106970,MALE,LARCENY,TOOWOOMBA,PAUL,GUILTY,1894,SUSPENDED
107007,MALE,LARCENY,BUNDABERG,MILLER,NOT GUILTY,1898,DISCHARGED
107021,MALE,HORSE STEALING,BRISBANE,PAUL,NOT GUILTY,1894,DISCHARGED
107755,MALE,FALSE PRETENCES,BRISBANE,PAUL,GUILTY,1894,SUSPENDED
107762,MALE,LARCENY,BRISBANE,PAUL,GUILTY,1894,12-18 MONTHS HL
108202,MALE,LARCENY,TOWNSVILLE,NOEL,GUILTY,1895,SUSPENDED
108512,MALE,LARCENY,BRISBANE,COCKLE,GUILTY,1876,3 YEARS HL
108567,MALE,LARCENY,CHARTERS TOWERS,NOEL,GUILTY,1895,1-11 MONTHS HL
108582,MALE,FORGERY OR UTTERING,ROMA,PAUL,GUILTY,1890,2 YEARS HL
108584,MALE,LARCENY,BRISBANE,PAUL,GUILTY,1890,12-18 MONTHS HL
108586,MALE,FORGERY OR UTTERING,BRISBANE,PAUL,GUILTY,1890,12-18 MONTHS HL
108621,MALE,LARCENY,BUNDABERG,MILLER,NOT GUILTY,1891,DISCHARGED
108625,MALE,EMBEZZLEMENT,BUNDABERG,MILLER,GUILTY,1895,2 YEARS HL
108626,MALE,FALSE PRETENCES,BUNDABERG,MILLER,GUILTY,1895,12-18 MONTHS HL
109091,MALE,LARCENY,BRISBANE,PAUL,NOT GUILTY,1895,DISCHARGED
109093,MALE,FORGERY OR UTTERING,IPSWICH,PAUL,GUILTY,1895,12-18 MONTHS HL
109333,MALE,LARCENY,BRISBANE,PAUL,GUILTY,1895,1-11 MONTHS HL
110353,FEMALE,LARCENY,BRISBANE,PAUL,GUILTY,1895,12-18 MONTHS HL
110519,MALE,LARCENY,BRISBANE,PAUL,GUILTY,1895,1-11 MONTHS HL
110520,MALE,LARCENY,BRISBANE,PAUL,GUILTY,1895,1-11 MONTHS HL
110530,MALE,LARCENY,BRISBANE,PAUL,GUILTY,1890,12-18 MONTHS HL
110531,MALE,LARCENY,BRISBANE,PAUL,GUILTY,1890,12-18 MONTHS HL
110544,MALE,LARCENY,BRISBANE,PAUL,GUILTY,1895,SUSPENDED
110554,MALE,LARCENY,BRISBANE,PAUL,NOT GUILTY,1890,DISCHARGED
110557,MALE,FALSE PRETENCES,BRISBANE,PAUL,GUILTY,1890,1-11 MONTHS HL
110558,MALE,LARCENY,BRISBANE,PAUL,GUILTY,1890,12-18 MONTHS HL
110559,MALE,LARCENY,BRISBANE,PAUL,NOT GUILTY,1890,DISCHARGED
110560,MALE,LARCENY,BRISBANE,PAUL,GUILTY,1890,12-18 MONTHS HL
110563,MALE,FALSE PRETENCES,ROCKHAMPTON,MILLER,GUILTY,1889,1-11 MONTHS
111290,MALE,FORGERY OR UTTERING,BRISBANE,PAUL,GUILTY,1890,12-18 MONTHS HL
111292,MALE,FORGERY OR UTTERING,BRISBANE,PAUL,NOT GUILTY,1890,DISCHARGED
111293,MALE,FORGERY OR UTTERING,TOOWOOMBA,PAUL,GUILTY,1890,3 YEARS HL
111301,FEMALE,LARCENY,MARYBOROUGH,MILLER,NOT GUILTY,1897,DISCHARGED
111323,MALE,FORGERY OR UTTERING,TOOWOOMBA,PAUL,GUILTY,1890,12-18 MONTHS
111325,MALE,LARCENY,CHARTERS TOWERS,NOEL,GUILTY,1890,12-18 MONTHS
111372,MALE,LARCENY,ROMA,PAUL,GUILTY,1890,SUSPENDED
111373,MALE,CATTLE STEALING,ROMA,PAUL,NOT GUILTY,1891,DISCHARGED
111393,MALE,LARCENY,MARYBOROUGH,MILLER,GUILTY,1896,2 YEARS HL
111535,MALE,LARCENY,ROMA,PAUL,GUILTY,1890,12-18 MONTHS HL
111988,MALE,FALSE PRETENCES,BRISBANE,PAUL,GUILTY,1889,1-11 MONTHS HL
113606,MALE,LARCENY,BUNDABERG,MILLER,GUILTY,1897,12-18 MONTHS HL
115199,MALE,LARCENY,BRISBANE,PAUL,GUILTY,1889,2 YEARS HL
115202,MALE,HORSE STEALING,BRISBANE,PAUL,GUILTY,1889,12-18 MONTHS HL
115217,MALE,LARCENY,ROCKHAMPTON,MILLER,NOT GUILTY,1890,DISCHARGED
115249,MALE,LARCENY,BRISBANE,PAUL,GUILTY,1890,SUSPENDED
115250,MALE,LARCENY,BRISBANE,PAUL,GUILTY,1890,2 YEARS HL
115254,MALE,FALSE PRETENCES,BRISBANE,PAUL,NOT GUILTY,1890,DISCHARGED
115568,MALE,FORGERY OR UTTERING,BRISBANE,PAUL,NOLLE,1897,DISCHARGED
115596,MALE,LARCENY,BRISBANE,PAUL,GUILTY,1890,SUSPENDED
115598,MALE,EMBEZZLEMENT,ROMA,PAUL,GUILTY,1889,12-18 MONTHS HL
115600,MALE,FALSE PRETENCES,ROMA,PAUL,GUILTY,1889,12-18 MONTHS HL
115619,MALE,LARCENY,BRISBANE,PAUL,GUILTY,1890,SUSPENDED
115627,MALE,LARCENY,BRISBANE,PAUL,GUILTY,1890,1-11 MONTHS HL
115643,MALE,FORGERY OR UTTERING,BRISBANE,PAUL,GUILTY,1890,1-11 MONTHS HL
115662,MALE,LARCENY,CHARTERS TOWERS,NOEL,GUILTY,1890,12-18 MONTHS
115725,MALE,LARCENY,BRISBANE,PAUL,GUILTY,1890,2 YEARS HL
115729,MALE,FALSE PRETENCES,ROCKHAMPTON,MILLER,GUILTY,1890,SUSPENDED
115731,MALE,LARCENY,CHARTERS TOWERS,NOEL,NOT GUILTY,1890,DISCHARGED
115736,MALE,LARCENY,MARYBOROUGH,MILLER,GUILTY,1890,12-18 MONTHS HL
115738,MALE,LARCENY,MARYBOROUGH,MILLER,GUILTY,1890,2 YEARS HL
115739,MALE,LARCENY,ROCKHAMPTON,MILLER,GUILTY,1890,1-11 MONTHS HL
115741,MALE,LARCENY,ROCKHAMPTON,MILLER,GUILTY,1890,SUSPENDED
115743,MALE,FALSE PRETENCES,ROCKHAMPTON,MILLER,GUILTY,1890,SUSPENDED
115744,MALE,LARCENY & RECEIVING,ROCKHAMPTON,MILLER,NOT GUILTY,1890,DISCHARGED
115761,MALE,LARCENY,TOWNSVILLE,NOEL,GUILTY,1890,1-11 MONTHS
115763,MALE,LARCENY,TOWNSVILLE,NOEL,GUILTY,1890,3 YEARS HL
115775,MALE,EMBEZZLEMENT,IPSWICH,PAUL,GUILTY,1890,2 YEARS HL
115777,MALE,LARCENY & RECEIVING,BRISBANE,PAUL,GUILTY,1890,2 YEARS HL
115780,MALE,LARCENY,BRISBANE,PAUL,NOT GUILTY,1890,DISCHARGED
115787,FEMALE,LARCENY,BRISBANE,PAUL,GUILTY,1890,1-11 MONTHS HL
115790,MALE,FORGERY OR UTTERING,TOOWOOMBA,PAUL,GUILTY,1890,12-18 MONTHS HL
115840,MALE,FALSE PRETENCES,BRISBANE,PAUL,GUILTY,1890,12-18 MONTHS
115843,MALE,LARCENY,CHARTERS TOWERS,NOEL,GUILTY,1890,SUSPENDED
115846,MALE,CATTLE STEALING,CHARTERS TOWERS,NOEL,NOT GUILTY,1890,DISCHARGED
115850,MALE,LARCENY,MARYBOROUGH,MILLER,GUILTY,1890,12-18 MONTHS HL
115856,MALE,LARCENY,ROCKHAMPTON,MILLER,GUILTY,1890,SUSPENDED
115865,MALE,FORGERY OR UTTERING,ROCKHAMPTON,MILLER,GUILTY,1890,3 YEARS HL
116372,MALE,LARCENY & RECEIVING,BRISBANE,PAUL,NOT GUILTY,1890,DISCHARGED
116556,MALE,LARCENY & RECEIVING,BRISBANE,PAUL,NOT GUILTY,1890,DISCHARGED
118094,MALE,LARCENY,ROCKHAMPTON,COCKLE,GUILTY,1863,12-18 MONTHS HL
118610,MALE,LARCENY,ROCKHAMPTON,MILLER,GUILTY,1897,12-18 MONTHS HL
118611,MALE,FORGERY OR UTTERING,ROCKHAMPTON,MILLER,GUILTY,1897,12-18 MONTHS HL
118612,MALE,FALSE PRETENCES,ROCKHAMPTON,MILLER,GUILTY,1897,12-18 MONTHS HL
118615,MALE,LARCENY,ROCKHAMPTON,MILLER,GUILTY,1897,12-18 MONTHS HL
119500,MALE,LARCENY,ROCKHAMPTON,MILLER,GUILTY,1897,12-18 MONTHS HL
120151,MALE,LARCENY,CHARTERS TOWERS,NOEL,GUILTY,1897,SUSPENDED
120152,MALE,LARCENY,CHARTERS TOWERS,NOEL,NOLLE,1897,DISCHARGED
120158,MALE,HORSE STEALING,CHARTERS TOWERS,NOEL,NOT GUILTY,1897,DISCHARGED
120159,MALE,HORSE STEALING,CHARTERS TOWERS,NOEL,NOT GUILTY,1897,DISCHARGED
121202,MALE,LARCENY,CHARTERS TOWERS,NOEL,GUILTY,1897,SUSPENDED
121203,MALE,LARCENY,CHARTERS TOWERS,NOEL,NOLLE,1897,DISCHARGED
121213,MALE,HORSE STEALING,CHARTERS TOWERS,NOEL,NOT GUILTY,1897,DISCHARGED
121214,MALE,HORSE STEALING,CHARTERS TOWERS,NOEL,NOT GUILTY,1897,DISCHARGED
121287,MALE,FORGERY OR UTTERING,ROCKHAMPTON,COCKLE,GUILTY,1864,12-18 MONTHS HL
121289,MALE,FORGERY OR UTTERING,ROCKHAMPTON,COCKLE,NOT GUILTY,1864,DISCHARGED
121861,MALE,LARCENY & RECEIVING,ROCKHAMPTON,COCKLE,NOT GUILTY,1864,DISCHARGED
121876,MALE,LARCENY & RECEIVING,ROCKHAMPTON,COCKLE,NOT GUILTY,1865,DISCHARGED
122143,MALE,LARCENY & RECEIVING,ROCKHAMPTON,LUTWYCHE,GUILTY,1865,1-11 MONTHS HL
122365,MALE,LARCENY & RECEIVING,ROCKHAMPTON,LUTWYCHE,GUILTY,1865,1-11 MONTHS HL
122396,MALE,LARCENY & RECEIVING,ROCKHAMPTON,LUTWYCHE,NOT GUILTY,1865,DISCHARGED
122426,MALE,LARCENY & RECEIVING,ROCKHAMPTON,LUTWYCHE,NOT GUILTY,1865,DISCHARGED
123053,MALE,FALSE PRETENCES,ROCKHAMPTON,LUTWYCHE,NOT GUILTY,1866,DISCHARGED
123360,MALE,LARCENY & RECEIVING,BRISBANE,LUTWYCHE,GUILTY,1867,2 YEARS HL
124334,MALE,HORSE STEALING,ROCKHAMPTON,LUTWYCHE,GUILTY,1867,12-18 MONTHS HL
124338,MALE,HORSE STEALING,ROCKHAMPTON,LUTWYCHE,NOT GUILTY,1867,DISCHARGED
124343,MALE,HORSE STEALING,ROCKHAMPTON,LUTWYCHE,GUILTY,1867,12-18 MONTHS HL
124344,MALE,HORSE STEALING,ROCKHAMPTON,LUTWYCHE,GUILTY,1867,2 YEARS HL
124479,MALE,FALSE PRETENCES,ROCKHAMPTON,COCKLE,NOLLE,1868,DISCHARGED
125352,MALE,LARCENY & RECEIVING,ROCKHAMPTON,COCKLE,GUILTY,1867,12-18 MONTHS HL
125645,MALE,LARCENY,BRISBANE,PAUL,GUILTY,1889,12-18 MONTHS HL
125667,MALE,LARCENY,BRISBANE,PAUL,GUILTY,1889,12-18 MONTHS HL
125668,MALE,FALSE PRETENCES,BRISBANE,PAUL,NOT GUILTY,1889,DISCHARGED
125669,MALE,HORSE STEALING,BRISBANE,PAUL,GUILTY,1889,2 YEARS HL
125672,MALE,LARCENY,BRISBANE,PAUL,GUILTY,1889,12-18 MONTHS HL
125878,MALE,LARCENY,ROCKHAMPTON,COCKLE,GUILTY,1869,1-11 MONTHS HL
126647,MALE,HORSE STEALING,ROCKHAMPTON,LUTWYCHE,GUILTY,1869,2 YEARS HL
126717,MALE,LARCENY,CHARTERS TOWERS,NOEL,GUILTY RECOMMENDED TO MERCY,1889,1-11 MONTHS HL
126721,MALE,LARCENY,CHARTERS TOWERS,NOEL,NOT GUILTY,1889,DISCHARGED
126724,MALE,FALSE PRETENCES,ROMA,PAUL,GUILTY,1889,2 YEARS HL
126726,FEMALE,LARCENY,BUNDABERG,MILLER,NOLLE,1889,DISCHARGED
126729,MALE,HORSE STEALING,BUNDABERG,MILLER,GUILTY,1889,3 YEARS HL
126743,MALE,LARCENY,BRISBANE,PAUL,GUILTY,1889,12-18 MONTHS HL
126773,FEMALE,LARCENY,BRISBANE,PAUL,NOLLE,1890,DISCHARGED
126774,FEMALE,LARCENY,BRISBANE,PAUL,GUILTY,1890,SUSPENDED
126778,MALE,FORGERY OR UTTERING,BRISBANE,PAUL,NOT GUILTY,1890,DISCHARGED
126947,MALE,EMBEZZLEMENT,BRISBANE,PAUL,GUILTY,1890,12-18 MONTHS HL
127035,MALE,LARCENY,ROCKHAMPTON,MILLER,GUILTY,1894,2 YEARS HL
127062,MALE,LARCENY,MARYBOROUGH,MILLER,GUILTY,1894,1-11 MONTHS
127063,MALE,LARCENY,MARYBOROUGH,MILLER,GUILTY,1894,1-11 MONTHS
127078,FEMALE,LARCENY,BRISBANE,PAUL,GUILTY,1894,1-11 MONTHS HL
127080,MALE,LARCENY,BRISBANE,PAUL,GUILTY,1894,2 YEARS HL
127746,MALE,HORSE STEALING,ROCKHAMPTON,MILLER,GUILTY,1894,1-11 MONTHS HL
127747,MALE,HORSE STEALING,ROCKHAMPTON,MILLER,GUILTY,1894,1-11 MONTHS HL
128743,MALE,LARCENY & RECEIVING,ROCKHAMPTON,LUTWYCHE,GUILTY,1876,1-11 MONTHS HL
128898,MALE,LARCENY,ROCKHAMPTON,MILLER,NOT GUILTY,1894,DISCHARGED
128906,MALE,CATTLE STEALING,ROCKHAMPTON,MILLER,NOT GUILTY,1894,DISCHARGED
128981,MALE,LARCENY,BRISBANE,PAUL,GUILTY,1898,12-18 MONTHS HL
129170,MALE,FORGERY OR UTTERING,MARYBOROUGH,MILLER,GUILTY,1894,3 YEARS HL
129208,MALE,EMBEZZLEMENT,BRISBANE,NOEL,NOT GUILTY,1899,DISCHARGED
129212,MALE,HORSE STEALING,ROMA,PAUL,GUILTY,1899,SUSPENDED
129213,MALE,LARCENY,MARYBOROUGH,MILLER,GUILTY,1899,SUSPENDED
129217,MALE,FORGERY OR UTTERING,MARYBOROUGH,MILLER,GUILTY,1899,SUSPENDED
129218,MALE,LARCENY,BRISBANE,NOEL,GUILTY,1899,SUSPENDED
129221,MALE,EMBEZZLEMENT,MARYBOROUGH,MILLER,GUILTY,1899,SUSPENDED
129522,MALE,LARCENY,ROMA,PAUL,GUILTY,1889,12-18 MONTHS HL
137047,MALE,LARCENY,ROCKHAMPTON,MILLER,GUILTY,1894,12-18 MONTHS HL
137050,MALE,FALSE PRETENCES,ROCKHAMPTON,MILLER,GUILTY,1894,2 YEARS HL
253634,MALE,HORSE STEALING,ROCKHAMPTON,LUTWYCHE,GUILTY,1865,5 YEARS HL
255593,MALE,FORGERY OR UTTERING,TOWNSVILLE,NOEL,GUILTY,1889,1-11 MONTHS
255594,MALE,EMBEZZLEMENT,TOWNSVILLE,NOEL,NOT GUILTY,1889,DISCHARGED
255595,MALE,EMBEZZLEMENT,TOWNSVILLE,NOEL,GUILTY,1889,12-18 MONTHS HL
255596,MALE,FALSE PRETENCES,TOWNSVILLE,NOEL,NOT GUILTY,1889,DISCHARGED
255597,MALE,FORGERY OR UTTERING,TOWNSVILLE,NOEL,NOT GUILTY,1889,DISCHARGED
255598,MALE,FORGERY OR UTTERING,TOWNSVILLE,NOEL,GUILTY,1889,12-18 MONTHS HL
258842,MALE,LARCENY,BRISBANE,LUTWYCHE,GUILTY,1869,5 YEARS HL
265172,MALE,LARCENY,TOWNSVILLE,NOEL,NOT GUILTY,1888,DISCHARGED
265174,MALE,LARCENY,TOWNSVILLE,NOEL,GUILTY RECOMMENDED TO MERCY,1888,2 YEARS HL
265178,MALE,LARCENY,TOWNSVILLE,NOEL,GUILTY,1888,SUSPENDED
265179,MALE,LARCENY,TOWNSVILLE,NOEL,GUILTY,1888,1-11 MONTHS
265913,MALE,FALSE PRETENCES,BRISBANE,PAUL,GUILTY,1890,1-11 MONTHS HL
266110,MALE,LARCENY,BRISBANE,COCKLE,GUILTY,1872,1-11 MONTHS HL
266386,MALE,LARCENY,BRISBANE,PAUL,NOT GUILTY,1892,DISCHARGED
267003,MALE,LARCENY,ROMA,MILLER,NOLLE,1894,DISCHARGED
274098,MALE,LARCENY,TOWNSVILLE,NOEL,NOT GUILTY,1896,DISCHARGED
274978,MALE,FALSE PRETENCES,TOOWOOMBA,PAUL,GUILTY,1895,SUSPENDED
274989,MALE,LARCENY,IPSWICH,PAUL,NOT GUILTY,1895,DISCHARGED
279216,MALE,LARCENY,IPSWICH,PAUL,GUILTY,1896,DISCHARGED
279217,MALE,LARCENY,IPSWICH,PAUL,GUILTY,1896,DISCHARGED
280720,FEMALE,LARCENY & RECEIVING,BRISBANE,PAUL,GUILTY,1896,SUSPENDED
280723,MALE,LARCENY & RECEIVING,BRISBANE,PAUL,GUILTY RECOMMENDED TO MERCY,1896,SUSPENDED
280727,MALE,LARCENY,ROCKHAMPTON,MILLER,NOT GUILTY,1896,DISCHARGED
280728,MALE,LARCENY,ROCKHAMPTON,MILLER,NOT GUILTY,1896,DISCHARGED
280736,MALE,LARCENY,TOWNSVILLE,NOEL,GUILTY,1896,12-18 MONTHS HL
280750,MALE,LARCENY,ROCKHAMPTON,MILLER,GUILTY,1897,1-11 MONTHS HL
280756,MALE,EMBEZZLEMENT,BRISBANE,PAUL,GUILTY,1897,SUSPENDED
280763,MALE,HORSE STEALING,ROCKHAMPTON,MILLER,NOT GUILTY,1897,DISCHARGED
280793,MALE,LARCENY,CHARTERS TOWERS,NOEL,GUILTY RECOMMENDED TO MERCY,1897,3 YEARS HL
281736,MALE,LARCENY,BUNDABERG,MILLER,GUILTY,1897,SUSPENDED
281737,MALE,HORSE STEALING,BUNDABERG,MILLER,GUILTY,1897,SUSPENDED
281739,MALE,HORSE STEALING,BUNDABERG,MILLER,GUILTY,1897,SUSPENDED
281750,MALE,LARCENY,BRISBANE,PAUL,GUILTY,1897,SUSPENDED
281751,MALE,LARCENY,BRISBANE,PAUL,GUILTY,1897,SUSPENDED
281753,MALE,LARCENY,BRISBANE,PAUL,GUILTY,1897,SUSPENDED
281754,MALE,LARCENY,ROCKHAMPTON,MILLER,GUILTY,1897,2 YEARS HL
283119,MALE,LARCENY,CHARTERS TOWERS,NOEL,NOT GUILTY,1898,DISCHARGED
283143,MALE,LARCENY,CHARTERS TOWERS,NOEL,NOT GUILTY,1898,DISCHARGED
283148,MALE,LARCENY,IPSWICH,PAUL,NOT GUILTY,1898,DISCHARGED
283194,MALE,LARCENY,BRISBANE,PAUL,GUILTY RECOMMENDED TO MERCY,1898,SUSPENDED
283482,MALE,LARCENY,ROCKHAMPTON,MILLER,NOT GUILTY,1898,DISCHARGED
283487,MALE,LARCENY,BRISBANE,PAUL,GUILTY,1898,12-18 MONTHS HL
283525,MALE,HORSE STEALING,ROMA,PAUL,GUILTY,1898,SUSPENDED
283719,MALE,EMBEZZLEMENT,TOWNSVILLE,NOEL,GUILTY,1898,SUSPENDED
283732,MALE,LARCENY,CHARTERS TOWERS,NOEL,GUILTY,1898,SUSPENDED
284305,MALE,LARCENY,BUNDABERG,MILLER,NOT GUILTY,1899,DISCHARGED
284340,MALE,FALSE PRETENCES,ROCKHAMPTON,MILLER,GUILTY,1899,SUSPENDED
284345,MALE,LARCENY,BRISBANE,NOEL,NOLLE,1899,DISCHARGED
284346,FEMALE,LARCENY,BRISBANE,NOEL,GUILTY,1899,SUSPENDED
284358,MALE,FORGERY OR UTTERING,BRISBANE,NOEL,GUILTY,1899,3 YEARS HL
284361,MALE,LARCENY,ROMA,NOEL,GUILTY,1899,1-11 MONTHS
284363,MALE,LARCENY,BRISBANE,NOEL,GUILTY,1899,3 YEARS HL
284524,MALE,LARCENY,BRISBANE,NOEL,GUILTY,1899,SUSPENDED
284537,MALE,LARCENY,TOWNSVILLE,PAUL,GUILTY,1899,1-11 MONTHS HL
284543,MALE,LARCENY,TOWNSVILLE,PAUL,GUILTY,1899,12-18 MONTHS HL
284544,MALE,FORGERY OR UTTERING,BRISBANE,NOEL,GUILTY,1899,5 YEARS HL
284556,MALE,LARCENY,MARYBOROUGH,MILLER,NOT GUILTY,1899,DISCHARGED
284559,MALE,LARCENY,ROCKHAMPTON,MILLER,NOT GUILTY,1899,DISCHARGED
284694,MALE,FALSE PRETENCES,TOWNSVILLE,PAUL,GUILTY,1899,1-11 MONTHS HL
284696,MALE,LARCENY,TOWNSVILLE,PAUL,GUILTY,1899,12-18 MONTHS HL
285435,MALE,EMBEZZLEMENT,TOWNSVILLE,PAUL,GUILTY,1899,12-18 MONTHS HL
287470,MALE,LARCENY,BRISBANE,PAUL,NOLLE,1895,DISCHARGED
287993,MALE,EMBEZZLEMENT,ROCKHAMPTON,MILLER,GUILTY,1895,12-18 MONTHS HL
288008,MALE,EMBEZZLEMENT,ROCKHAMPTON,MILLER,GUILTY,1895,12-18 MONTHS HL
288012,MALE,LARCENY,ROCKHAMPTON,MILLER,GUILTY,1895,12-18 MONTHS HL
288214,MALE,LARCENY,MARYBOROUGH,MILLER,NOT GUILTY,1895,DISCHARGED
288257,MALE,LARCENY,MARYBOROUGH,MILLER,NOT GUILTY,1895,DISCHARGED
288285,MALE,EMBEZZLEMENT,ROMA,PAUL,GUILTY,1895,1-11 MONTHS HL
288294,MALE,LARCENY,MARYBOROUGH,MILLER,GUILTY,1895,1-11 MONTHS HL
288295,MALE,HORSE STEALING,MARYBOROUGH,MILLER,NOT GUILTY,1895,DISCHARGED
288329,MALE,LARCENY,TOWNSVILLE,NOEL,NOT GUILTY,1895,DISCHARGED
288330,FEMALE,LARCENY,TOWNSVILLE,NOEL,NOT GUILTY,1895,DISCHARGED
288340,MALE,EMBEZZLEMENT,ROCKHAMPTON,MILLER,GUILTY,1895,12-18 MONTHS HL
288344,MALE,LARCENY,BUNDABERG,MILLER,GUILTY,1897,SUSPENDED
288345,MALE,LARCENY,BUNDABERG,MILLER,NOT GUILTY,1897,DISCHARGED
288355,MALE,LARCENY,MARYBOROUGH,MILLER,GUILTY,1897,1-11 MONTHS HL
288357,MALE,LARCENY,MARYBOROUGH,MILLER,GUILTY,1897,1-11 MONTHS HL
