"Squirrel Census data collected by a team of dedicated volunteer Squirrel Surveyors, under directions from the Dept. of Data - NYC.",,,,,,,,,,,,
The Squirrel Census covered 24 parks in New York City.,,,,,,,,,,,,
Data was collected over a 1 year period; March 2020 to Febuary 2021.,,,,,,,,,,,,
,,,,,,,,,,,,
Area,Park name,Park ID,Date,Squirrel ID,Squirrel count,Fur colour,Location,Activities; Interactions with Humans,Other Notes or Observations,Latitude,Longitude,Acres
CENTRAL MANHATTAN,Union Square Park,M089,4/07/2020,M089-04,1,Gray,On ground,Foraging; Indifferent to humans,,40.73579,-73.990738,6.51
CENTRAL MANHATTAN,Union Square Park,M089,4/07/2020,M089-05,1,Gray,On ground,Digging; Indifferent to humans,,40.735941,-73.99063,6.51
CENTRAL MANHATTAN,Union Square Park,M089,4/07/2020,M089-06,1,Gray,"Above Ground, Specific Location: in tree",Climbing,,40.73566,-73.990351,6.51
CENTRAL MANHATTAN,Union Square Park,M089,4/07/2020,M089-07,1,Gray; Cinnamon,"Above Ground, Specific Location: in tree","Climbing, Eating",Baby smaller,40.735636,-73.990426,6.51
CENTRAL MANHATTAN,Union Square Park,M089,4/07/2020,M089-08,1,Gray; Black,,Climbing,Baby smaller,40.73566,-73.990351,6.51
CENTRAL MANHATTAN,Union Square Park,M089,4/07/2020,M089-09,1,Gray,,"Running, Digging; Runs from humans",,40.735587,-73.990367,6.51
CENTRAL MANHATTAN,Union Square Park,M089,4/07/2020,M089-10,1,Gray,On ground,"Eating, Foraging; Indifferent to humans, Staring",,40.73542,-73.990453,6.51
CENTRAL MANHATTAN,Union Square Park,M089,4/07/2020,M089-11,1,Cinnamon,On ground,"Foraging; Indifferent to humans, Runs from humans (kids)",Ran away from kids and climbed up the tree,40.735514,-73.99033,6.51
CENTRAL MANHATTAN,Union Square Park,M089,4/07/2020,M089-12,1,Gray,On ground,"Eating, Foraging",Big,40.735945,-73.990201,6.51
CENTRAL MANHATTAN,Union Square Park,M089,4/07/2020,M089-13,1,Cinnamon,,Foraging,Big,40.735947,-73.99023,6.51
CENTRAL MANHATTAN,Union Square Park,M089,4/07/2020,M089-14,1,Gray,On ground,"Eating, Foraging",Big and chubby,40.73604,-73.98966,6.51
CENTRAL MANHATTAN,Union Square Park,M089,4/07/2020,M089-15,1,Gray,On ground,"Eating, Foraging",,40.73618,-73.990683,6.51
CENTRAL MANHATTAN,Union Square Park,M089,4/07/2020,M089-16,1,Cinnamon,On ground,"Eating, Foraging",,40.736298,-73.990559,6.51
CENTRAL MANHATTAN,Stuyvesant Square Park,M086,7/11/2020,M086-01,1,Gray; Cinnamon,On ground,Foraging; Indifferent to humans,Found nut and moved into tree,40.733753,-73.983682,3.928
CENTRAL MANHATTAN,Stuyvesant Square Park,M086,7/11/2020,M086-02,1,Gray; Cinnamon,On ground,Foraging; Indifferent to humans,,40.733648,-73.983483,3.928
CENTRAL MANHATTAN,Stuyvesant Square Park,M086,7/11/2020,M086-03,1,Gray; Cinnamon,On ground,Foraging; Indifferent to humans,,40.733631,-73.983419,3.928
CENTRAL MANHATTAN,Stuyvesant Square Park,M086,7/11/2020,M086-04,1,Gray; Cinnamon,On ground,Climbing; Runs from humans,,40.733546,-73.983263,3.928
CENTRAL MANHATTAN,Stuyvesant Square Park,M086,7/11/2020,M086-05,1,Gray; Cinnamon,Above Ground,Climbing,,40.733591,-73.983263,3.928
CENTRAL MANHATTAN,Stuyvesant Square Park,M086,7/11/2020,M086-06,1,Gray; Cinnamon,Above Ground,"Climbing, Eating; Indifferent to humans",,40.733648,-73.984294,3.928
CENTRAL MANHATTAN,Stuyvesant Square Park,M086,7/11/2020,M086-07,1,Gray; Cinnamon,On ground,Foraging; Approaches humans,"Curious, thinks we have food",40.733737,-73.98438,3.928
CENTRAL MANHATTAN,Stuyvesant Square Park,M086,7/11/2020,M086-08,1,Gray; Cinnamon,On ground,Chasing; Indifferent to humans,Being chased by #9,40.733501,-73.984417,3.928
CENTRAL MANHATTAN,Stuyvesant Square Park,M086,7/11/2020,M086-09,1,Gray; Cinnamon,On ground,Chasing; Indifferent to humans,Chasing #8,40.733575,-73.984391,3.928
CENTRAL MANHATTAN,Stuyvesant Square Park,M086,7/11/2020,M086-10,1,Gray; Cinnamon,On ground,Foraging; Approaches humans,Expected food,40.733506,-73.984553,3.928
CENTRAL MANHATTAN,Stuyvesant Square Park,M086,7/11/2020,M086-11,1,Gray; Cinnamon,Above Ground,Climbing; Indifferent to humans,Juvenile? Playing with #12 in tree,40.733619,-73.984708,3.928
CENTRAL MANHATTAN,Stuyvesant Square Park,M086,7/11/2020,M086-12,1,Gray; Cinnamon,Above Ground,Chasing; Indifferent to humans,Juvenile? Playing with #11 in tree,40.733648,-73.984638,3.928
CENTRAL MANHATTAN,Stuyvesant Square Park,M086,7/11/2020,M086-13,1,Gray; Cinnamon,Above Ground,Eating,,40.733737,-73.984644,3.928
CENTRAL MANHATTAN,Stuyvesant Square Park,M086,7/11/2020,M086-14,1,Black; Cinnamon,Above Ground,Eating; Approaches humans,,40.733932,-73.984612,3.928
CENTRAL MANHATTAN,Stuyvesant Square Park,M086,7/11/2020,M086-15,1,Black; Cinnamon,Above Ground,Eating,Far away,40.734014,-73.984461,3.928
CENTRAL MANHATTAN,Stuyvesant Square Park,M086,7/11/2020,M086-16,1,Black; Cinnamon,"Above Ground, Specific Location: in tree",,,40.734221,-73.984397,3.928
CENTRAL MANHATTAN,Stuyvesant Square Park,M086,7/11/2020,M086-17,1,Gray; Cinnamon,"Above Ground, Specific Location: in tree",Eating,,40.734083,-73.984322,3.928
CENTRAL MANHATTAN,Stuyvesant Square Park,M086,7/11/2020,M086-18,1,Gray; Cinnamon,On ground,Foraging; Indifferent to humans,,40.73403,-73.984199,3.928
CENTRAL MANHATTAN,Stuyvesant Square Park,M086,7/11/2020,M086-19,1,Black; Cinnamon,"Above Ground, Specific Location: in tree",Grooming;,,40.734204,-73.984242,3.928
CENTRAL MANHATTAN,Stuyvesant Square Park,M086,7/11/2020,M086-20,1,Gray; Cinnamon,On ground,Foraging; Indifferent to humans,,40.734314,-73.984231,3.928
CENTRAL MANHATTAN,Stuyvesant Square Park,M086,7/11/2020,M086-21,1,Gray; Cinnamon,"Above Ground, Specific Location: in tree",,,40.734261,-73.984284,3.928
CENTRAL MANHATTAN,Stuyvesant Square Park,M086,7/11/2020,M086-22,1,Gray; Cinnamon,"Above Ground, Specific Location: in tree",,,40.734144,-73.984059,3.928
CENTRAL MANHATTAN,Stuyvesant Square Park,M086,7/11/2020,M086-23,1,Gray; Cinnamon,On ground,Foraging; Indifferent to humans,,40.734335,-73.984038,3.928
CENTRAL MANHATTAN,Stuyvesant Square Park,M086,7/11/2020,M086-24,1,Black; Cinnamon,On ground,Foraging; Indifferent to humans,,40.734383,-73.984118,3.928
CENTRAL MANHATTAN,Stuyvesant Square Park,M086,7/11/2020,M086-25,1,Black; Cinnamon,On ground,Foraging; Indifferent to humans,,40.734356,-73.984062,3.928
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-01,1,Gray,On ground,Foraging; Indifferent to humans,Sun,40.730703,-73.995821,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-02,1,Gray,On ground,Foraging; Indifferent to humans,,40.730638,-73.995784,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-03,1,Gray,On ground,Foraging; Indifferent to humans,,40.730528,-73.995891,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-04,1,Gray,On ground,Foraging; Indifferent to humans,,40.730394,-73.996009,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-05,1,Gray,,Indifferent to humans,,40.730341,-73.996052,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-06,1,Gray,,Indifferent to humans,People eating at bench with dog,40.7303,-73.996106,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-07,1,Gray,,Indifferent to humans,,40.730247,-73.996175,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-08,1,Gray,,Indifferent to humans,,40.730231,-73.996138,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-09,1,Gray,On ground,Foraging; Indifferent to humans,,40.730223,-73.996132,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-10,1,Gray,,Indifferent to humans,Shady,40.730077,-73.996277,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-11,1,Gray,Above Ground,Nesting; Indifferent to humans,In squirrel house (pic). Someone is trying to feed squirrel in house.,,,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-12,1,Gray,Above Ground,Climbing; Indifferent to humans,,,,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-13,1,Gray,On ground,Chasing; Indifferent to humans,Chasing #15,,,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-14,1,Gray,"Above Ground, Specific Location: in tree",Eating; Indifferent to humans,,,,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-15,1,Gray,,Chasing; Indifferent to humans,Being chased by #13,40.729858,-73.996843,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-16,1,Gray,,Chasing; Indifferent to humans,,40.72985,-73.996778,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-17,1,Gray,,Chasing; Indifferent to humans,,40.729822,-73.996816,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-18,1,Gray,,Chasing; Indifferent to humans,,40.729809,-73.996762,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-19,1,Gray,,Chasing; Indifferent to humans,,40.729939,-73.997068,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-20,1,Gray,On ground,Indifferent to humans,,40.729976,-73.997154,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-21,1,Gray,On ground,Indifferent to humans,,40.72996,-73.997079,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-22,1,Gray,On ground,Indifferent to humans,,40.729927,-73.997036,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-23,1,Gray,On ground,Indifferent to humans,,40.729988,-73.997106,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-24,1,Gray,On ground,Indifferent to humans,,40.72998,-73.997031,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-25,1,Gray,,Indifferent to humans,,40.730318,-73.997213,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-26,1,Gray,,Indifferent to humans,,40.730301,-73.997251,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-27,1,Gray,,Indifferent to humans,,40.730334,-73.997589,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-28,1,Gray,,Indifferent to humans,,40.730411,-73.997589,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-29,1,Gray,,Indifferent to humans,,40.730395,-73.997535,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-30,1,Gray,"Above Ground, Specific Location: tree",Indifferent to humans,,40.730411,-73.997766,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-31,1,Gray,,Indifferent to humans,,40.731031,-73.999122,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-32,1,Gray,"Above Ground, Specific Location: in tree high",Indifferent to humans,,40.731504,-73.998977,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-33,1,Gray,"Above Ground, Specific Location: in tree high",Indifferent to humans,,40.731548,-73.998842,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-34,1,Gray,"Above Ground, Specific Location: in tree high",Indifferent to humans,,40.731608,-73.998928,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-35,1,Gray,"Above Ground, Specific Location: in tree high",Indifferent to humans,,40.731503,-73.999014,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-36,1,Gray,"Above Ground, Specific Location: tree canopy, low down",Indifferent to humans,,40.731552,-73.998788,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-37,1,Gray,"Above Ground, Specific Location: tree high",Indifferent to humans,,40.731952,-73.998647,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-38,1,Gray,"Above Ground, Specific Location: tree high",Indifferent to humans,,40.731936,-73.998598,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-39,1,Gray,"Above Ground, Specific Location: tree low",Indifferent to humans,,40.732001,-73.998491,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-40,1,Gray,On ground,Foraging; Indifferent to humans,Busy area,40.731974,-73.998482,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-41,1,Gray,,Indifferent to humans,,40.731861,-73.998122,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-42,1,Gray,,Indifferent to humans,,40.731804,-73.997999,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-43,1,Gray,"Above Ground, Specific Location: tree",Indifferent to humans,,40.731747,-73.997859,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-44,1,Gray,"Above Ground, Specific Location: tree",Indifferent to humans,,40.731665,-73.997747,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-45,1,Gray,"Above Ground, Specific Location: tree",Indifferent to humans,,40.731548,-73.99758,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-46,1,Gray,"Above Ground, Specific Location: tree high",Indifferent to humans,,40.731389,-73.997231,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-47,1,Gray,,Indifferent to humans,Sun,40.7312,-73.996805,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-48,1,Gray,"Above Ground, Specific Location: small tree",Indifferent to humans,,40.731119,-73.996655,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-49,1,Gray,Specific Location: on bench,Indifferent to humans,,40.731103,-73.996601,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-50,1,Gray,,Indifferent to humans,,40.73092,-73.996242,9.749
CENTRAL MANHATTAN,Washington Square Park,M098,28/11/2020,M098-51,1,Gray,,Indifferent to humans,,40.730782,-73.996017,9.749
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-01,1,Gray,Specific Location: Tree,Climbing; Runs from humans,"Nut in mouth, very fast moving",,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-02,1,Gray,On ground,Foraging; Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-03,1,Black; Black,On ground,Foraging; Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-04,1,Gray,On ground,Foraging; Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-05,1,Gray,On ground,Running; Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-06,1,Gray,On ground,Foraging; Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-07,1,Gray,On ground,Foraging; Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-08,1,Gray,Above Ground,Climbing; Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-09,1,Gray,On ground,Foraging; Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-10,1,Gray,Above Ground,Chasing; Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-11,1,Gray,Above Ground,Chasing; Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-12,1,Gray,On ground,Foraging; Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-13,1,Gray,On ground,Foraging; Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-14,1,Gray,On ground,Foraging,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-15,1,Gray,Specific Location: Tree,Climbing (down tree); Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-16,1,Gray,Specific Location: Tree,Climbing (down tree); Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-17,1,Gray,Specific Location: Tree,Climbing; Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-18,1,Gray,Specific Location: Tree,Climbing; Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-19,1,Gray,On ground,Foraging; Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-20,1,Gray,On ground,Foraging; Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-21,1,Gray,Specific Location: Tree,Climbing; Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-22,1,Gray,Specific Location: Tree,Sitting; Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-23,1,Gray,Specific Location: Tree,Sitting (in tree hole); Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-24,1,Gray,Specific Location: Tree,Lounging; Approaches humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-25,1,Gray,On ground,Foraging; Approaches humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-26,1,Gray,On ground,Foraging; Approaches humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-27,1,Gray,On ground,Foraging; Approaches humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-28,1,Gray,On ground,Foraging; Approaches humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-29,1,Gray,On ground,Foraging; Approaches humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-30,1,Gray,On ground,Foraging; Approaches humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-31,1,Gray,On ground,Running,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-32,1,Gray,On ground,Foraging; Approaches humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-33,1,Gray,Specific Location: Tree,Sitting; Approaches humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-34,1,Gray,Specific Location: Tree,Climbing; Approaches humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-35,1,Gray,On ground,Foraging; Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-36,1,Gray,Specific Location: Tree,Climbing (down); Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-37,1,Gray,Specific Location: Tree,Climbing (down); Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-38,1,Gray,On ground,Foraging; Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-39,1,Gray,On ground,Foraging; Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-40,1,Gray,On ground,Foraging; Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-41,1,Gray,On ground,Foraging; Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-42,1,Gray,On ground,Foraging; Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-43,1,Gray,On ground,Foraging; Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-44,1,Gray,On ground,Foraging; Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-45,1,Gray,On ground,Foraging; Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-46,1,Gray,On ground,Foraging; Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-47,1,Gray,On ground,Foraging; Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-48,1,Black; Black,On ground,Foraging; Indifferent to humans,They (#48 & #49) are fat.,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-49,1,Black; Black,On ground,Foraging; Indifferent to humans,They (#48 & #49) are fat.,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-50,1,Gray,On ground,Chasing; Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-51,1,Black; Black,On ground,Chasing; Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-52,1,Gray,On ground,Foraging; Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-53,1,Gray,On ground,Foraging; Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-54,1,Gray,Specific Location: Tree,Climbing; Indifferent to humans,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-55,1,Gray,Specific Location: Tree,Climbing,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-56,1,Gray,Specific Location: Tree,Climbing,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-57,1,Gray,Specific Location: Tree,Climbing,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-58,1,Gray,On ground,Foraging,,,,10.502
CENTRAL MANHATTAN,Tompkins Square Park,M088,11/07/2020,M088-59,1,Gray,On ground,Foraging,,,,10.502
CENTRAL MANHATTAN,John V. Lindsay East River Park,M144,27/06/2020,M144-01,1,Gray,On ground,"Running, Eating; Indifferent to humans",Nibbling on shrubs?,40.725738,-73.972105,45.88
CENTRAL MANHATTAN,John V. Lindsay East River Park,,27/06/2020,M144-02,1,Black; Black,On ground,"Running, Eating (peanuts)",,40.722614,-73.972894,45.88
CENTRAL MANHATTAN,John V. Lindsay East River Park,M144,27/06/2020,M144-03,1,Gray,"On ground, Above Ground","Climbing, Watching #2; Approaches humans",Siblings? (with #4) Playing (with #4) in fenced yard,40.72263,-73.973001,45.88
CENTRAL MANHATTAN,John V. Lindsay East River Park,,27/06/2020,M144-04,1,Gray,"On ground, Above Ground","Running, Chasing, Eating",Siblings? (with #3) Playing (with #3) in fenced yard,40.72263,-73.973109,45.88
CENTRAL MANHATTAN,John V. Lindsay East River Park,,27/06/2020,M144-05,1,Gray,On ground,"Eating, Foraging; Approaches humans",,40.722614,-73.973033,45.88
CENTRAL MANHATTAN,John V. Lindsay East River Park,M144,27/06/2020,M144-06,1,Gray,On ground,"Eating, Foraging; Approaches humans",,40.722173,-73.97272,45.88
CENTRAL MANHATTAN,John V. Lindsay East River Park,M144,27/06/2020,M144-07,1,Gray,"On ground, Above Ground","Climbing, Foraging; Indifferent to humans",,40.719379,-73.973504,45.88
CENTRAL MANHATTAN,John V. Lindsay East River Park,,27/06/2020,M144-08,1,Gray,"On ground, Above Ground","Climbing, Foraging; Indifferent to humans",,40.71935,-73.973445,45.88
CENTRAL MANHATTAN,John V. Lindsay East River Park,,27/06/2020,M144-09,1,Gray,"Above Ground, Specific Location: in a tree",Climbing,,40.721923,-73.974121,45.88
CENTRAL MANHATTAN,John V. Lindsay East River Park,,27/06/2020,M144-10,1,Gray,On ground,Eating; Approaches humans,,40.724011,-73.97313,45.88
CENTRAL MANHATTAN,John V. Lindsay East River Park,M144,27/06/2020,M144-11,1,Gray,On ground,"Climbing, Eating, Foraging; Indifferent to humans",Was very close to a dog and hid in a tree,40.724608,-73.972841,45.88
CENTRAL MANHATTAN,John V. Lindsay East River Park,,27/06/2020,M144-12,1,Gray,On ground,"Eating, Foraging; Runs from humans",,40.724774,-73.97275,45.88
LOWER MANHATTAN,Seward Park,M082,15/08/2020,M082-01,1,"Gray; Cinnamon, White",On ground,Eating; Runs from humans,,40.715415,-73.989567,3.361
LOWER MANHATTAN,Seward Park,M082,15/08/2020,M082-02,1,Gray; Cinnamon,On ground,Eating; Indifferent to humans,"Bushier and plump, big tail",40.715484,-73.989299,3.361
LOWER MANHATTAN,Seward Park,M082,15/08/2020,M082-03,1,Gray; Cinnamon,On ground,Foraging; Runs from humans,,40.714749,-73.989577,3.361
LOWER MANHATTAN,Seward Park,M082,15/08/2020,M082-04,1,Gray; Cinnamon,On ground,Climbing; Approaches humans,Looking to us for food! Climbed tree when we did not have any to give.,40.71468,-73.989776,3.361
LOWER MANHATTAN,Seward Park,M082,15/08/2020,M082-05,1,Gray; Cinnamon,"On ground, Above Ground","Climbing, Foraging; Approaches humans","Skinny tail, lots of digging, found an acorn and is eating",40.714846,-73.989679,3.361
LOWER MANHATTAN,Seward Park,M082,15/08/2020,M082-06,1,Gray; Cinnamon,On ground,"Running, Chasing; Indifferent to humans","Medium bushy, maybe a little younger, agile, sprightly",40.715033,-73.989609,3.361
LOWER MANHATTAN,Seward Park,M082,15/08/2020,M082-07,1,Gray; Cinnamon,On ground,"Running, Chasing; Indifferent to humans",Too quick,40.715208,-73.989534,3.361
LOWER MANHATTAN,Corlears Hook Park,M017,26/12/2020,M017-01,1,Gray,Above Ground,"Running, Climbing, Eating; Runs from humans",Frantically zig-zagging whilst clutching a miafternoon snack,40.712159,-73.979415,4.355
LOWER MANHATTAN,Corlears Hook Park,M017,26/12/2020,M017-02,1,Gray,,"Eating, Foraging; Indifferent to humans",Digging in leaves carelessly,40.712199,-73.979519,4.355
LOWER MANHATTAN,Corlears Hook Park,M017,26/12/2020,M017-03,1,Gray,,,Multiple nut dives into the leaves; mostly successful,40.712118,-73.97968,4.355
LOWER MANHATTAN,Corlears Hook Park,M017,26/12/2020,M017-04,1,Gray; Cinnamon,,,Playing tag with #5,40.712179,-73.979776,4.355
LOWER MANHATTAN,Corlears Hook Park,M017,26/12/2020,M017-05,1,Gray; Cinnamon,,,Playing tag with #4,40.712216,-73.979857,4.355
LOWER MANHATTAN,Corlears Hook Park,M017,26/12/2020,M017-06,1,Gray,Above Ground,Ear scratching,,40.712224,-73.979669,4.355
LOWER MANHATTAN,Corlears Hook Park,M017,26/12/2020,M017-07,1,Gray,Above Ground,,,40.71224,-73.979744,4.355
